uid,location,misspell_freq
248276328,LONDON,0.411830146633552
560451828,LONDON,0.384285714285714
537162229,LONDON,0.188975772927073
67586751,LONDON,0.187681087348754
347618844,LONDON,0.726983681001538
283460696,LONDON,0.167140855157191
70093,LONDON,0.129441918507383
194556179,LONDON,0.0590277777777778
222198758,LONDON,0.0744547643618851
198453558,LONDON,0.518798374116779
355011981,LONDON,0.190148200139451
574665764,LONDON,0.140052529363359
18851513,LONDON,0.152614377807472
64176849,LONDON,0.330906593406593
160687830,LONDON,0.186495243372339
23578382,LONDON,0.12022501864078
102498540,LONDON,0.294209877211369
204105419,LONDON,0.179729579275937
218678103,LONDON,0.118231085163727
336717789,LONDON,0.701710728212276
295041311,LONDON,0.551767676767677
82975510,LONDON,0.110681430506198
25055005,LONDON,0.015625
27214908,LONDON,0.218946721205796
16603740,LONDON,0.164752483785647
501885788,LONDON,0.101339285714286
342675650,LONDON,0.248186228803876
130655887,LONDON,0.109644410548501
584486063,LONDON,0.0702279202279202
21677971,LONDON,0.0838983599819513
16828440,LONDON,0.0483173150922468
43739860,LONDON,0.0525031002908241
19856771,LONDON,0.175593372145096
312974532,LONDON,0.539073630617748
563563795,LONDON,0.144959333595697
592996872,LONDON,0.102065897065897
65598884,LONDON,0.197379497791586
29168099,LONDON,0.143981190226229
76993823,LONDON,0.0810738333490891
256484218,LONDON,0.183323565295176
98023909,LONDON,0.201478840939906
26237427,LONDON,0.188888888888889
268515683,LONDON,0.300690975690976
18251206,LONDON,0.113669477267684
27971203,LONDON,0.121982901949832
328138894,LONDON,0.155064857484212
488442978,LONDON,0.274715513911192
22126351,LONDON,0.0615771763736945
53697822,LONDON,0.0119156162464986
69376386,LONDON,0.121497099091139
95364501,LONDON,0.252108466437424
436663799,LONDON,0.112218337218337
43703232,LONDON,0.763994169784222
550214547,LONDON,0.672962045390241
164004913,LONDON,0.102568160833752
595291738,LONDON,0.12238529733545
396250146,LONDON,0.285714285714286
226472340,LONDON,0.821700587772016
396624182,LONDON,0.100222925222925
284048596,LONDON,0.10192775974026
480625380,LONDON,0.169795482295482
31165973,LONDON,0.0837126148705096
268728177,LONDON,0.376096331533
71572163,LONDON,0.222778739069976
238346137,LONDON,0.186605314111814
113312398,LONDON,0.694223071137568
91333315,LONDON,0.194377469805306
313583235,LONDON,0.128215977244888
108385221,LONDON,0.158391062767952
214655120,LONDON,0.243020055628751
11545812,LONDON,0.0737665068881652
87087057,LONDON,0.0822125119800679
210922484,LONDON,0.128410675190384
